# wind_farm_viz 原提交 SHA → 迁入 Dachuang-SZLS 后的新 SHA
# 重写方式：git filter-repo 三步（1. 7 份项目 md 自 技能库&准则/ 归位到 skills-notes/；2. 剔除 技能库&准则/ 全部历史；3. 整树加 viz/ 前缀）
# 生成于 2026-09-19；原仓库 https://github.com/sunccchengze/wind_farm_viz ；来源 = main(617b179a) + arena/01a083c6(b3f5cc78) + arena/01a0a074(992f6665)
# 用法：旧文档里出现的 8 位短 SHA，在本表 old_sha 列查到对应 new_sha，再 git show <new_sha>
old_sha	new_sha	subject
41d1fa49d103a896b70a15b89d3835a2260a1010	e1caae34c9c5e4ccf8724e2996488221103482e7	fix(site/array): 重做Nature图排版整齐 — 拆1fr1fr错位双图为4个全宽v-plots-container垂直栈，等宽等边距，统一plot-head/plot-note/PDF下载，杜绝高度不齐/标签重复，Swiss-grid 32px/28px对齐
0578d8c1a05a29fd1416ac26dbbe6af4863d2c48	2725216f61871cea02442b9c0668d865c06c6e44	fix(site/pod): 重做Nature图排版整齐 — 拆1fr1fr双图为3个全宽垂直栈，等宽等边距，统一plot-head/plot-note/PDF，杜绝高度不齐
b8e330c5f6ef2450de10f1bd4495de0402a1ec77	bce396d7dd28974cb4212874cfbf604f71bade0f	fix(site/power_tracking): 重做Nature双图排版 — 拆1fr1fr错位为2个全宽垂直栈，Fig9跟踪时序+Fig17多种子MAE，等宽等边距，Swiss-grid
dd52803a55400d01ab3de548624166404b119926	b9a007e3dc5402d1f065cd4ca4caffa0eef7ce14	fix(site/model): 修复左右不协调 — Nature图容器误嵌入workbench-panel内导致左窄右空，移至workbench外全宽独立容器，420px居中，Swiss-grid 32px对齐，统一plot-head/plot-note/PDF
e82b142d3f64f63963d5363de7e58e8427ca7de3	a40de0fe546032c0c3374915d934e3d2b02bd465	fix(site): 全站Nature图排版整齐重做 — 统拆1fr1fr错位双图为全宽垂直栈，等宽等边距32px/28px，统一plot-head/plot-note/PDF，修复workbench内误嵌入导致左右不协调，Swiss-grid对齐，taste/victor设计技能审计
fcaa5b9e70ef5dbd5ee0a4859e174e8555a00b5f	1cc42f7bdca9118adf278afb0205111d56acbd7d	Create 建模与数据生成(1).docx
a0ad9ba823b08980b3552f10645ccc103ae1de07	082fc14899e9abda241168d6c15b92c79015f14e	chore(freeze): 网页彻底收工封板 v1.0-freeze — 双重门禁绿灯, 导航17链, 英雄区32px对齐, 左空白/贴边/溢出/条带/仪表/排版等系统性修复, 16页+Nature图+审计台账+建模docx可交付软著
bbb80a5d61c4c1f45071a45f570d34f00e9bbf4f	a2117b6ca49bb0b544ad3ddf71b7be9bcd3da4af	feat(site/index_v2): Step0 玻璃白绿母版 — radial三重流体光斑+终端0.38 blur28双高光inset+指标格悬浮提亮+风粒子流72个白绿拖尾+正弦湍流+网格0.11/光斑380/0.18, ledger Bento 1.6fr+3x1fr玻璃12px圆角, 丝滑cubic-bezier(0.16,1,0.3,1)
2ca083c7e1600bce1deb52e2c4c4bc5727c37725	b6e87f82c2234d0c7e7ca085890d5989a7249e6f	fix(site): 移除不专业抽象资产大扫除 + 3D锥形尾流替换双层高斯截锥真实科研感 + 删除15流线演示页 + Step0玻璃白绿母版(风粒子72+流体光斑+光效流转+Bento1.6fr)正式应用至首页index.html，原frozen版保留为index_v2原型
6911ce08020150f76ce8e1b1a514c5ce219ebfbc	b948ab880f3ec6d62a624102d3627a52a598dc34	chore(site): 彻底删除15号流线演示页 aerodynamic_demo.html — 玩具势流不专业抽象，与FLORIS数据无关，组长要求删
01759b139eebf1323cb74c99926aaf6941f963ce	010c76c1acfdddf9d9aae2ba81135ca933ec4d4d	fix(site): 全站动静态重排上动下静 — 滑块控制的动态流场/功率曲线置顶直接可见，Nature静态出版图沉底至</main>前，修复尾流等多页需滚动查看动画的体验问题，8页15个Nature容器已移至底部
d16d732cd59f2af82a2bb9defb862c9b663b249e	1893c644722b966660e2a603d343ce3090836541	fix(site/3d_farm): 3D尾流前小后大 vs 3D体前大后小矛盾解释与重做 — 前小后大为尾流包络扩张(FLORIS GCH k≈0.08)，前大后小为低速泡等值面阈值收缩(等值面<6.5m/s随恢复而缩小)，双物理量均正确；重做示意图尾流双层截锥加湍流meandering(sin*3.5+随机)非完美圆锥，重建随偏航中心线shift=-sin(yaw)*(x-start)*0.16，模式切换时重建几何，摆脱AI味平滑圆锥
40c4714b7af54681b59088947e2e8e0e127554d7	383c508bd85b45398de0fe0159d4d6f1a811bf30	fix(site/index): 使花哨玻璃与风粒子效果肉眼可见 — 粒子120个 r2.2-5.0 alpha0.42-0.8 vx1.5-4.0 线宽1.8拖尾0.55/0.85，终端玻璃0.38→0.58 blur22 边框0.92 阴影0.18，Bento 1.6→1.8fr 玻璃0.68，流体光斑0.18→0.28/0.13→0.22/0.08→0.12，解决Preview中看不到变化的不一致
ca671ed7a76ebd18a74a3b8370bfd940e1c2b8df	ea2c55e1966f6819586e4cc5f073af23b24df51f	feat(site/wake): 完全照抄Vercel DESIGN.md重塑尾流页 — 选Vercel因白绿适配，近黑墨字#171717近白底#fafafa发丝线#ebebeb，Geist 48px/600 -2.4px，黑白药丸按钮100px，卡片12px圆角1px发丝线，4px间距阶梯，L0扁平L2细层阴影，完全运用现有素材data.js/data_3d.js/FieldSeq/GainSeq，无新增依赖
d09662b4f00daeb640843b937163a5bb5d99bc4d	ee24043d2c45eed2d7d1fbfa22afb17e2020b9e6	fix(site/wake): 重塑尾流页为Vercel设计语言白绿适配版 — Canvas #fafafa Ink #171717 Hairline #ebebeb，Geist 48px/600 -2.4px，黑白药丸按钮100px，卡片12px圆角1px发丝线，4px间距阶梯，L0扁平L2细层阴影，完全复用现有FLORIS真实流场素材，移除所有外露Vercel字样，修复图像空白JS错误
256a74903755a670f85d698f56a5699e11b8b025	c114c4d1f503a5a13b4e217a16198855b7aa8515	chore(handoff): 收尾回退尾流页至01759b13科研可用版 — 修复Vercel重塑后空白+品牌文案外露，动态置顶Nature沉底，上动下静，准备下一任一次性完成照抄品牌+抽象资产大扫除+玻璃母版落地，附完整开场白  [subject 内嵌 SHA 已由 filter-repo 同步改写]
af6d9b12290e45c6f7bfb3125ba740a2348dd089	08502b65bbb298ce538e8f487ed73fa1c027cab7	fix(science): replace simulated PPO figures with audited evaluation data
f81220ea9ed92a89484b7620ae59d5bc65e35587	47c99b8eb8670126636ffad6bbbb7ea0175e4512	fix(platform): restore data provenance and offline quality gates
69e2b0750834cf973319a156184ff2909c341194	89a4b86d0c8284ae10f2b810f4f444799ae2de20	feat(wake): apply complete precision design language to wake analysis
699927fc5689035c04103dcf4996fa11786c079b	2711cc46114bec087282f3bf39ea7bb69f3885c0	fix(3d): separate schematic wake geometry from FLORIS data
888fc0a8b33b49abb7df02753a11eb1edbeef6d8	8d47d4ec8e680a8083a14d1a58a5be7330ee9c85	docs(freeze): retire stale demo claims and seal v1.1 handoff
e0b568695b4b6027861982ded4b68aff88954c5c	7fdfa44b4eaf9ff51e561b4d80c2a6a7514002ab	test(quality): make wake runtime gate reproducible
f9f7869ab5f22a3292d784a0540acdf597ada478	0da495ddb777b55a6d2c76a39b28464187844930	feat(design): unify site with restrained glass and fresh flow palette
16373af13b068f52fb484509baaaff74cbd59969	feeeae7bffa31463defbcbec2936686f898cd633	feat(site): retire windrose and rebalance evidence layouts
76f9c474b85fe9ad480f03e27809d0b4a25fe6e9	0dee0e4705594bd61178bdfa3b3d53be7afda611	fix(wake): center hero on shared content grid
df02d262787b33ec9976ac5d936ee8ba0a822507	59d0b48bdc7aa3b5b53e352f6d7c1b796e700786	feat(site): align all Nature figures in equal-height rows
c83332139b1ad9d5a37d3a670d137f01a7cf3f38	3ca7a23f4a6daf4d1e03b604b1641c4f67bfa4b2	fix(home): unify hero headline typography
5e13b77b53e7984a73f05859d1544ebbf08a0acd	b6b030955229ca426987a8da9678e79708d2927f	fix(home): lighten hero glows to fresh mint
63e2dbbb62181ffe3f263c1f2c87af686f367d44	67a52d80195144603c98190fb8a78451ccb0d8c4	feat(home): prototype interactive digital wind tunnel hero
21a385e11fdd51700bef8f56fa2f5c16ab76241a	b0a3dbaf4083a88cff7dd593255bea11ffc54531	chore(site): harden final release checks and assets
12f1280037be3527ae5643445ae68ea859f7ec23	56ff112f78b65d127e9f84bf76cc3b29e27addef	docs(handoff): freeze website at v1.3 final
aba4928a9cede53ccc94da53ac3f016e94853bf1	c29b90b2aacffd5071e19695e5a0412eeaff9efa	docs(presentation): add humanized five-minute summer report
dec1811f42d1dd83ff1cce1db30bbf1ecd26248a	9879e74e003e2e594a97417a02c7b247020de1e6	docs(presentation): rebalance report toward plotting and PS study
c806400d900c602783eb5804a1d4c952b9d68095	d27b3f18646be8853abad4cd9b555341c55e6ba7	fix(presentation): restore clear authorship boundaries
fcc6e030cf477f070e583d6654532546d726f617	5be040dc7f3b92f1f0dd9c4d4c22216b65d552e4	docs(presentation): cover full visualization learning workflow
d9d959f1297f09b977c69b31c4b900c12616cf76	ddf20b623443d9c173fa85b58ccd68aa268a251c	docs(presentation): finalize first-person summer report
ccaba391dde53242b0c2b0ecb92a43729501e4bf	a85fb720b9f5cec564a2f0829291075f5699a5c8	fix(presentation): audit voice context and add domain learning
9b4d113331eed6948e029bc5d7432b62a661827f	063517ebf7c0875dd6ed0b14e9063878584038c1	fix(presentation): distinguish agent skills from personal learning
353a1112c98df426d15bbad70953032472653ce6	8cb4350360fcb4911a9fbc6cfb26321fd9ce5692	docs(presentation): finalize five-minute summer report
4391b056881aba8cdd7b96222aea81a65f8f69c0	c0a0d5589bf32bf41c2bb8494b870f11c33764ad	docs(presentation): explain future concepts in plain language
884b785f16f1443b0b51bc9805d7cbefa70930f4	22476dae1a2d3c3093cea8ce8649c49d785467fe	docs(presentation): deepen future technology explanations
e9ee8b91a1fe0b1eab0609188ef323cc79204ce6	5f519b06e5c972d5efb9785a824352ba83f37ff0	Add files via upload
fbba0c539aa9f62575733668249d14f51051bb17	a1eff1b14a64371141d8bae4b03cd73f97915379	merge(union): 并入 019ff8d6 技能底座装载提交
5dbd23ea46c68a2a7d0615f296c31d9f05819ddf	c2aea874b89f7262b885dbfb761daa251b66e18c	merge(union): 嫁接孤立线A 019fcc85 提交历史
613138504f3b222b199e1605bff4a493143ce585	ab78836336be1e1eefaf9dee520c2005496bf794	merge(union): 嫁接孤立线B 019fd504 提交历史
617b179a5381769af9d9ea6aa93daf0ca70f4f8e	aab36f3370f84cb9405ffc6b1f934d91e26b3e7e	archive(union): 孤立线A/B 全量文件树归档至 _archive/，附 MANIFEST 身份卡
b3f5cc7854aea199144ceeaf4423408447d2fc64	2b89338d9b554b4b4229010baf231c4eeccc41b9	docs(whitepaper): 自学白皮书定稿 + 19 张中文教学图 + 8 册分章 PDF + DeepTutor 练习册
992f666562ab7bb91a9d4a71f0d0283199ac8c3d	0faeb18a2463a2f23557297c60ae927f1475538e	feat(pocket-orbit): 袖珍轨道站 · 把 9 颗风机捏在手心 (SCZ Pocket Orbit)
8f75421317ee086a6c7fb4dc4dfe2bb2043aef5d	9f50a17f0034c2e2351426a57ebabcfd554bdf59	merge(union): 并入 arena/01a083c6 —— 自学白皮书定稿 + 19 张教学图 + 8 册 PDF + DeepTutor 练习册
693ec98e02df8e33ad602c962847a8c078c6a4a6	7da5e8741fbfdc34e087aee2721f86e5f2af8dc3	merge(union): 并入 arena/01a0a074 —— 袖珍轨道站 pocket-orbit（3×3 软体风场交互演示）
5b02260fa9a7e7a8fda58d9804dcc3acfb5a5fcb	(pruned: 该提交只改动 技能库&准则/，剔除后为空提交)	feat(harness): integrate Self-Harness paradigm (arXiv:2606.09498) into project skill library and runtime orchestration
